10695,67.0
9194,113.0
42612,126.0
11517,81.0
37391,126.0
38758,73.0
40549,83.0
9148,137.0
17903,72.0
13379,106.0
62427,149.0
781,64.0
4812,84.0
59759,129.0
18912,62.0
58059,138.0
27176,161.0
45075,63.0
51025,71.0
32520,108.0
62859,51.0
38080,68.0
36294,76.0
3814,106.0
32830,100.0
20048,145.0
55007,156.0
26324,37.0
59738,91.0
42837,65.0
55339,92.0
10273,68.0
39522,110.0
10464,68.0
10818,79.0
62998,130.0
49639,167.0
32486,63.0
17989,75.0
47787,142.0
23825,61.0
33245,144.0
59677,89.0
50245,117.0
32871,122.0
21206,78.0
38288,98.0
28723,143.0
17010,176.0
8429,47.0
9331,98.0
39151,84.0
22193,104.0
3883,105.0
60157,79.0
575,114.0
62559,151.0
23710,136.0
9364,62.0
48071,103.0
57286,52.0
59585,113.0
20722,149.0
5573,122.0
43568,125.0
19761,97.0
56845,174.0
34939,80.0
39554,86.0
24356,82.0
32590,139.0
2058,104.0
14894,81.0
37382,56.0
60168,73.0
59480,76.0
59015,60.0
22885,97.0
24581,82.0
21276,101.0
14043,72.0
64348,141.0
37283,80.0
27336,133.0
38118,97.0
33976,89.0
1169,76.0
16353,54.0
968,137.0
64138,75.0
34987,113.0
45461,123.0
17685,111.0
45254,58.0
59131,89.0
63639,57.0
11118,143.0
59682,102.0
11531,78.0
2220,102.0
4534,58.0
5550,64.0
32774,73.0
62432,99.0
18653,136.0
14907,59.0
6621,80.0
24655,84.0
38194,112.0
1559,121.0
24359,129.0
47245,79.0
63727,216.0
26746,83.0
48467,52.0
14193,72.0
38140,105.0
13879,154.0
27387,74.0
23290,68.0
7578,87.0
17888,52.0
24425,59.0
48917,159.0
2043,68.0
1133,145.0
22132,85.0
17716,110.0
38946,71.0
8252,121.0
9762,119.0
55815,49.0
61801,132.0
37177,60.0
36461,168.0
953,172.0
24693,71.0
43996,102.0
49955,74.0
2822,81.0
9843,137.0
41043,97.0
19828,80.0
30973,78.0
11618,69.0
30551,75.0
62734,66.0
41222,89.0
23796,147.0
57327,52.0
30010,97.0
14480,164.0
51072,72.0
58144,86.0
16736,67.0
21056,142.0
42580,99.0
57355,126.0
18915,97.0
40378,64.0
11162,114.0
11008,117.0
23587,128.0
20915,87.0
40637,100.0
50738,95.0
47829,86.0
39546,68.0
33607,102.0
26368,89.0
138,59.0
56271,159.0
20266,60.0
55331,106.0
54228,166.0
