48804,101.0
48868,117.0
12140,144.0
24963,195.0
60776,93.0
61309,195.0
31610,132.0
51703,186.0
40755,118.0
51666,145.0
60794,163.0
35502,137.0
8785,101.0
63169,133.0
11872,132.0
31335,312.0
34267,111.0
15343,90.0
5450,109.0
21705,192.0
24841,177.0
40805,288.0
55549,125.0
34244,235.0
9045,131.0
59261,198.0
58423,123.0
37025,198.0
1673,164.0
38603,105.0
5485,90.0
63978,164.0
50466,140.0
8820,182.0
34229,115.0
37092,197.0
55566,123.0
45874,171.0
11935,156.0
31619,143.0
40142,123.0
57585,223.0
62152,112.0
21632,198.0
250,123.0
39808,178.0
54875,141.0
53339,220.0
54567,120.0
28025,104.0
12139,121.0
8593,221.0
40759,134.0
37779,92.0
47617,211.0
21825,194.0
37128,176.0
40121,114.0
28477,237.0
43898,186.0
1406,214.0
35586,111.0
63171,102.0
60764,181.0
49070,108.0
15253,114.0
18569,130.0
57984,176.0
5473,183.0
31441,225.0
63994,185.0
61328,161.0
28364,236.0
12352,148.0
8723,204.0
28518,145.0
34347,205.0
63442,90.0
43816,214.0
18248,86.0
60786,89.0
54938,86.0
27985,90.0
37795,150.0
28517,165.0
12034,174.0
25039,159.0
21777,171.0
46150,111.0
5714,82.0
34505,133.0
17277,121.0
21683,103.0
24810,156.0
35514,134.0
25135,124.0
5617,82.0
50436,113.0
18510,162.0
18724,102.0
40849,225.0
18519,96.0
40103,123.0
44639,100.0
57945,231.0
58514,133.0
46202,180.0
15499,165.0
60509,134.0
49094,194.0
34185,222.0
21808,98.0
35541,152.0
57946,184.0
18257,108.0
21793,179.0
38565,106.0
24983,131.0
25205,95.0
49708,131.0
12281,171.0
25213,101.0
27982,216.0
15267,194.0
54868,134.0
28026,197.0
1739,111.0
60565,137.0
12119,115.0
15005,146.0
8550,266.0
61298,228.0
12012,110.0
28177,92.0
1743,117.0
58504,148.0
21514,260.0
9012,200.0
28062,89.0
28499,70.0
49649,258.0
8755,119.0
18409,217.0
43792,100.0
21522,164.0
58527,76.0
64085,154.0
39814,92.0
49069,170.0
2453,155.0
15190,94.0
40820,202.0
2392,128.0
18279,148.0
37123,233.0
2413,156.0
28008,90.0
63129,102.0
28231,106.0
15073,142.0
21567,93.0
34374,133.0
12287,135.0
18760,71.0
9030,151.0
15235,184.0
46829,280.0
21558,179.0
36770,244.0
18787,161.0
45848,133.0
58426,109.0
12255,134.0
12254,117.0
34734,118.0
24877,171.0
57630,133.0
34360,96.0
21725,170.0
25101,196.0
28332,83.0
44618,229.0
59179,98.0
57861,120.0
62078,177.0
21815,251.0
15585,139.0
43007,194.0
37724,111.0
38576,111.0
42974,154.0
24830,183.0
31646,144.0
64035,185.0
56360,132.0
48870,103.0
36804,158.0
24899,118.0
40838,153.0
18692,121.0
37719,187.0
12008,72.0
1480,177.0
37085,166.0
21871,131.0
40039,170.0
42937,206.0
21726,109.0
54620,104.0
5717,96.0
31074,140.0
5437,122.0
60465,179.0
15475,187.0
25091,98.0
8636,101.0
55572,137.0
28309,113.0
25143,111.0
40788,167.0
53386,90.0
63509,97.0
45855,154.0
